0.099961705,9.82137E-06
0.134074514,9.62476E-06
0.136985634,8.07043E-06
0.139359974,6.60167E-06
0.141489133,5.29394E-06
0.1428905,4.31531E-06
0.144554602,3.54528E-06
0.146510467,2.89071E-06
0.148523502,2.30572E-06
0.150827842,1.85394E-06
0.153141139,1.48291E-06
0.156144171,1.19681E-06
0.158830511,9.66E-07
0.161746901,7.89E-07
0.164904262,6.45E-07
0.168506069,5.24E-07
0.172382467,4.30E-07
0.176548695,3.54E-07
0.181021355,2.92E-07
0.185607324,2.44E-07
0.190309473,2.06E-07
0.195130746,1.76E-07
0.20007416,1.49E-07
0.205142811,1.29E-07
0.210339869,1.13E-07
0.215668589,9.87E-08
0.221132307,8.67E-08
0.226734441,7.60E-08
0.232478499,6.69E-08
0.238368076,5.87E-08
0.24489783,5.10E-08
0.247202103,1.27E-07
0.245800507,1.03E-07
0.245800507,8.40E-08
0.245800507,6.82E-08
0.253464685,1.12E-07
0.259885923,9.31E-08
0.266469836,7.83E-08
0.273220545,6.70E-08
0.280142275,5.77E-08
0.287239359,5.02E-08
0.29451624,4.39E-08
0.301977472,3.86E-08
0.309627727,3.38E-08
0.317471791,2.98E-08
0.325514576,2.63E-08
0.333761116,2.33E-08
0.342216572,2.07E-08
0.350886238,1.85E-08
0.359775539,1.64E-08
0.368890041,1.47E-08
0.378235449,1.32E-08
0.388347202,1.18E-08
0.397642527,1.07E-08
0.407716346,9.60E-09
0.418045374,8.64E-09
0.428636076,7.79E-09
0.439495081,7.02E-09
0.450629186,6.34E-09
0.462045361,5.73E-09
0.473750752,5.18E-09
0.485752686,4.69E-09
0.498058675,4.24E-09
0.510676422,3.84E-09
0.523613826,3.48E-09
0.536878983,3.15E-09
0.550480199,2.85E-09
0.564425985,2.59E-09
0.578725072,2.33E-09
0.593386411,2.10E-09
0.608419177,1.90E-09
0.623832781,1.72E-09
0.639636872,1.56E-09
0.655841341,1.41E-09
0.672456331,1.27E-09
0.689492244,1.14E-09
0.706959742,1.03E-09
0.724869759,9.34E-10
0.743233505,8.38E-10
0.762062476,7.55E-10
0.781368458,6.80E-10
0.801163535,6.12E-10
0.821460097,5.48E-10
0.84227085,4.92E-10
0.863608819,4.40E-10
0.885487361,3.84E-10
0.907920171,3.22E-10
0.930921291,2.77E-10
0.954505118,2.40E-10
0.978686414,2.09E-10
1.003480315,1.80E-10
1.028902342,1.57E-10
1.054968407,1.39E-10
1.081694825,1.22E-10
1.109098327,1.08E-10
1.137196065,9.51E-11
1.166005628,8.37E-11
1.195545047,7.39E-11
1.225832814,6.52E-11
1.256887887,5.75E-11
1.288729705,5.08E-11
1.321378199,4.47E-11
1.354853805,3.94E-11
1.389177478,3.46E-11
1.424370701,3.07E-11
1.460455505,2.70E-11
1.497454475,2.38E-11
1.535390773,2.10E-11
1.574288143,1.86E-11
1.614170933,1.63E-11
1.655064109,1.44E-11
1.696993266,1.27E-11
1.739984651,1.12E-11
1.784065173,9.82E-12
1.829262424,8.65E-12
1.875604697,7.60E-12
1.923120998,6.69E-12
1.97184107,5.87E-12
2.021795409,5.15E-12
2.073015285,4.53E-12
2.125532757,3.98E-12
2.1793807,3.49E-12
2.234592819,3.06E-12
2.265295827,3.02E-12
3.4,5.00E-13